Airline,Source,Destination,Duration,Total stops,Price,Date
United Airlines,NYC,PAR,11h 55m ,1 stop ,"1,782 SAR ",15-04-2022
United Airlines,NYC,PAR,12h 30m ,1 stop ,"1,782 SAR ",15-04-2022
United Airlines,NYC,PAR,13h 30m ,1 stop ,"1,782 SAR ",15-04-2022
United Airlines,NYC,PAR,13h 35m ,1 stop ,"1,782 SAR ",15-04-2022
Delta,NYC,PAR,12h 15m ,1 stop ,"1,793 SAR ",15-04-2022
Air Canada,NYC,PAR,10h 50m ,1 stop ,"1,797 SAR ",15-04-2022
Air Canada,NYC,PAR,12h 15m ,1 stop ,"1,797 SAR ",15-04-2022
Virgin Atlantic,NYC,PAR,11h 25m ,1 stop ,"1,804 SAR ",15-04-2022
Virgin Atlantic,NYC,PAR,12h 05m ,1 stop ,"1,804 SAR ",15-04-2022
SWISS,NYC,PAR,9h 55m ,1 stop ,"1,823 SAR ",15-04-2022
Lufthansa,NYC,PAR,10h 55m ,1 stop ,"1,845 SAR ",15-04-2022
Lufthansa,NYC,PAR,11h 55m ,1 stop ,"1,845 SAR ",15-04-2022
United Airlines,NYC,PAR,11h 55m ,1 stop ,"1,851 SAR ",15-04-2022
Air France,NYC,PAR,10h 10m ,1 stop ,"1,852 SAR ",15-04-2022
Air France,NYC,PAR,9h 40m ,1 stop ,"1,858 SAR ",15-04-2022
Air France,NYC,PAR,11h 20m ,1 stop ,"1,858 SAR ",15-04-2022
Air France,NYC,PAR,10h 55m ,1 stop ,"1,862 SAR ",15-04-2022
Delta,NYC,PAR,9h 55m ,1 stop ,"1,866 SAR ",15-04-2022
Delta,NYC,PAR,10h 10m ,1 stop ,"1,866 SAR ",15-04-2022
Delta,NYC,PAR,10h 20m ,1 stop ,"1,866 SAR ",15-04-2022
Delta,NYC,PAR,10h 25m ,1 stop ,"1,866 SAR ",15-04-2022
Delta,NYC,PAR,10h 55m ,1 stop ,"1,866 SAR ",15-04-2022
Delta,NYC,PAR,11h 20m ,1 stop ,"1,866 SAR ",15-04-2022
Delta,NYC,PAR,11h 25m ,1 stop ,"1,866 SAR ",15-04-2022
Delta,NYC,PAR,12h 10m ,1 stop ,"1,866 SAR ",15-04-2022
Delta,NYC,PAR,12h 20m ,1 stop ,"1,866 SAR ",15-04-2022
Delta,NYC,PAR,12h 25m ,1 stop ,"1,866 SAR ",15-04-2022
KLM,NYC,PAR,9h 55m ,1 stop ,"1,873 SAR ",15-04-2022
KLM,NYC,PAR,10h 20m ,1 stop ,"1,873 SAR ",15-04-2022
Virgin Atlantic,NYC,PAR,10h 25m ,1 stop ,"1,878 SAR ",15-04-2022
Virgin Atlantic,NYC,PAR,10h 40m ,1 stop ,"1,878 SAR ",15-04-2022
"British Airways, Air France",NYC,PAR,11h 15m ,1 stop ,"1,884 SAR ",15-04-2022
KLM,NYC,PAR,11h 25m ,1 stop ,"1,886 SAR ",15-04-2022
KLM,NYC,PAR,11h 50m ,1 stop ,"1,886 SAR ",15-04-2022
Lufthansa,NYC,PAR,9h 40m ,1 stop ,"1,914 SAR ",15-04-2022
Lufthansa,NYC,PAR,10h 30m ,1 stop ,"1,914 SAR ",15-04-2022
Lufthansa,NYC,PAR,10h 30m ,1 stop ,"1,914 SAR ",15-04-2022
Lufthansa,NYC,PAR,11h 40m ,1 stop ,"1,914 SAR ",15-04-2022
Lufthansa,NYC,PAR,12h 30m ,1 stop ,"1,914 SAR ",15-04-2022
Air Canada,NYC,PAR,11h 50m ,1 stop ,"1,936 SAR ",15-04-2022
TAP AIR PORTUGAL,NYC,PAR,11h 30m ,1 stop ,"1,946 SAR ",15-04-2022
Air Canada,NYC,PAR,11h 10m ,1 stop ,"1,958 SAR ",15-04-2022
Air Canada,NYC,PAR,12h 20m ,1 stop ,"1,958 SAR ",15-04-2022
Air France,NYC,PAR,11h 15m ,1 stop ,"2,081 SAR ",15-04-2022
American Airlines,NYC,PAR,9h 25m ,1 stop ,"2,138 SAR ",15-04-2022
American Airlines,NYC,PAR,9h 30m ,1 stop ,"2,138 SAR ",15-04-2022
American Airlines,NYC,PAR,9h 45m ,1 stop ,"2,138 SAR ",15-04-2022
American Airlines,NYC,PAR,9h 50m ,1 stop ,"2,138 SAR ",15-04-2022
American Airlines,NYC,PAR,10h 25m ,1 stop ,"2,138 SAR ",15-04-2022
American Airlines,NYC,PAR,11h 10m ,1 stop ,"2,138 SAR ",15-04-2022
British Airways,NYC,PAR,9h 20m ,1 stop ,"2,145 SAR ",15-04-2022
British Airways,NYC,PAR,9h 45m ,1 stop ,"2,145 SAR ",15-04-2022
British Airways,NYC,PAR,9h 50m ,1 stop ,"2,145 SAR ",15-04-2022
Vueling,NYC,PAR,18h 15m ,1 stop ,"1,354 SAR ",15-04-2022
TAP AIR PORTUGAL,NYC,PAR,20h 05m ,1 stop ,"1,500 SAR ",15-04-2022
Vueling,NYC,PAR,18h 05m ,1 stop ,"1,639 SAR ",15-04-2022
Royal Air Maroc,NYC,PAR,15h 00m ,1 stop ,"1,668 SAR ",15-04-2022
Royal Air Maroc,NYC,PAR,15h 25m ,1 stop ,"1,668 SAR ",15-04-2022
Royal Air Maroc,NYC,PAR,16h 35m ,1 stop ,"1,668 SAR ",15-04-2022
Royal Air Maroc,NYC,PAR,19h 45m ,1 stop ,"1,668 SAR ",15-04-2022
TAP AIR PORTUGAL,NYC,PAR,15h 15m ,1 stop ,"1,708 SAR ",15-04-2022
Air France,NYC,PAR,7h 40m ,nonstop ,"1,582 SAR ",19-04-2022
Lufthansa,NYC,PAR,7h 05m ,nonstop ,"1,589 SAR ",19-04-2022
American Airlines,NYC,PAR,7h 10m ,nonstop ,"1,589 SAR ",19-04-2022
Delta,NYC,PAR,7h 30m ,nonstop ,"1,589 SAR ",19-04-2022
JetBlue,NYC,PAR,7h 10m ,nonstop ,"1,870 SAR ",19-04-2022
SAS,NYC,PAR,10h 45m ,1 stop ,"1,315 SAR ",19-04-2022
TAP AIR PORTUGAL,NYC,PAR,10h 50m ,1 stop ,"1,539 SAR ",19-04-2022
Air France,NYC,PAR,10h 16m ,1 stop ,"1,612 SAR ",19-04-2022
Lufthansa,NYC,PAR,10h 55m ,1 stop ,"1,658 SAR ",19-04-2022
American Airlines,NYC,PAR,9h 25m ,1 stop ,"1,669 SAR ",19-04-2022
American Airlines,NYC,PAR,9h 30m ,1 stop ,"1,669 SAR ",19-04-2022
American Airlines,NYC,PAR,9h 40m ,1 stop ,"1,669 SAR ",19-04-2022
American Airlines,NYC,PAR,9h 40m ,1 stop ,"1,669 SAR ",19-04-2022
American Airlines,NYC,PAR,9h 45m ,1 stop ,"1,669 SAR ",19-04-2022
American Airlines,NYC,PAR,9h 50m ,1 stop ,"1,669 SAR ",19-04-2022
American Airlines,NYC,PAR,10h 20m ,1 stop ,"1,669 SAR ",19-04-2022
American Airlines,NYC,PAR,11h 05m ,1 stop ,"1,669 SAR ",19-04-2022
Delta,NYC,PAR,9h 55m ,1 stop ,"1,678 SAR ",19-04-2022
KLM,NYC,PAR,10h 20m ,1 stop ,"1,685 SAR ",19-04-2022
"United Airlines, Lufthansa",NYC,PAR,10h 30m ,1 stop ,"1,734 SAR ",19-04-2022
American Airlines,NYC,PAR,10h 15m ,1 stop ,"1,830 SAR ",19-04-2022
Air France,NYC,PAR,10h 05m ,1 stop ,"2,306 SAR ",19-04-2022
"United Airlines, SWISS",NYC,PAR,10h 45m ,1 stop ,"2,354 SAR ",19-04-2022
Aer Lingus,NYC,PAR,10h 10m ,1 stop ,"2,826 SAR ",19-04-2022
Aer Lingus,NYC,PAR,9h 35m ,1 stop ,"2,847 SAR ",19-04-2022
Austrian Airlines,NYC,PAR,14h 05m ,2 stops ,"2,068 SAR ",19-04-2022
La Compagnie,NYC,PAR,7h 20m ,nonstop ,"8,926 SAR ",19-04-2022
TAP AIR PORTUGAL,NYC,PAR,10h 50m ,1 stop ,"1,394 SAR ",19-04-2022
TAP AIR PORTUGAL,NYC,PAR,11h 50m ,1 stop ,"1,394 SAR ",19-04-2022
TAP AIR PORTUGAL,NYC,PAR,14h 00m ,1 stop ,"1,394 SAR ",19-04-2022
TAP AIR PORTUGAL,NYC,PAR,15h 00m ,1 stop ,"1,394 SAR ",19-04-2022
TAP AIR PORTUGAL,NYC,PAR,15h 15m ,1 stop ,"1,394 SAR ",19-04-2022
TAP AIR PORTUGAL,NYC,PAR,16h 15m ,1 stop ,"1,394 SAR ",19-04-2022
TAP AIR PORTUGAL,NYC,PAR,11h 30m ,1 stop ,"1,401 SAR ",19-04-2022
TAP AIR PORTUGAL,NYC,PAR,14h 10m ,1 stop ,"1,401 SAR ",19-04-2022
TAP AIR PORTUGAL,NYC,PAR,16h 10m ,1 stop ,"1,401 SAR ",19-04-2022
TAP AIR PORTUGAL,NYC,PAR,16h 40m ,1 stop ,"1,401 SAR ",19-04-2022
TAP AIR PORTUGAL,NYC,PAR,17h 40m ,1 stop ,"1,401 SAR ",19-04-2022
TAP AIR PORTUGAL,NYC,PAR,18h 00m ,1 stop ,"1,401 SAR ",19-04-2022
"British Airways, Air France",NYC,PAR,10h 40m ,1 stop ,"1,498 SAR ",19-04-2022
British Airways,NYC,PAR,10h 40m ,1 stop ,"1,508 SAR ",19-04-2022
British Airways,NYC,PAR,11h 40m ,1 stop ,"1,529 SAR ",19-04-2022
Air France,NYC,PAR,11h 05m ,1 stop ,"1,582 SAR ",19-04-2022
Air Canada,NYC,PAR,9h 55m ,1 stop ,"1,593 SAR ",19-04-2022
Air Canada,NYC,PAR,10h 05m ,1 stop ,"1,593 SAR ",19-04-2022
Air Canada,NYC,PAR,11h 50m ,1 stop ,"1,593 SAR ",19-04-2022
Air Canada,NYC,PAR,12h 00m ,1 stop ,"1,593 SAR ",19-04-2022
United Airlines,NYC,PAR,10h 09m ,1 stop ,"1,595 SAR ",19-04-2022
United Airlines,NYC,PAR,10h 23m ,1 stop ,"1,595 SAR ",19-04-2022
American Airlines,NYC,PAR,11h 35m ,1 stop ,"1,595 SAR ",19-04-2022
United Airlines,NYC,PAR,11h 55m ,1 stop ,"1,595 SAR ",19-04-2022
American Airlines,NYC,PAR,12h 04m ,1 stop ,"1,595 SAR ",19-04-2022
United Airlines,NYC,PAR,12h 30m ,1 stop ,"1,595 SAR ",19-04-2022
United Airlines,NYC,PAR,12h 31m ,1 stop ,"1,595 SAR ",19-04-2022
Delta,NYC,PAR,10h 15m ,1 stop ,"1,606 SAR ",19-04-2022
Delta,NYC,PAR,10h 15m ,1 stop ,"1,606 SAR ",19-04-2022
Delta,NYC,PAR,10h 16m ,1 stop ,"1,606 SAR ",19-04-2022
Delta,NYC,PAR,11h 15m ,1 stop ,"1,606 SAR ",19-04-2022
Delta,NYC,PAR,11h 16m ,1 stop ,"1,606 SAR ",19-04-2022
Delta,NYC,PAR,11h 30m ,1 stop ,"1,606 SAR ",19-04-2022
Delta,NYC,PAR,11h 55m ,1 stop ,"1,606 SAR ",19-04-2022
Delta,NYC,PAR,11h 59m ,1 stop ,"1,606 SAR ",19-04-2022
Delta,NYC,PAR,12h 15m ,1 stop ,"1,606 SAR ",19-04-2022
Delta,NYC,PAR,12h 26m ,1 stop ,"1,606 SAR ",19-04-2022
Delta,NYC,PAR,12h 40m ,1 stop ,"1,606 SAR ",19-04-2022
American Airlines,NYC,PAR,12h 48m ,1 stop ,"1,606 SAR ",19-04-2022
Virgin Atlantic,NYC,PAR,10h 25m ,1 stop ,"1,611 SAR ",19-04-2022
Virgin Atlantic,NYC,PAR,10h 40m ,1 stop ,"1,611 SAR ",19-04-2022
Virgin Atlantic,NYC,PAR,11h 25m ,1 stop ,"1,611 SAR ",19-04-2022
Air Canada,NYC,PAR,10h 50m ,1 stop ,"1,617 SAR ",19-04-2022
Air Canada,NYC,PAR,12h 15m ,1 stop ,"1,617 SAR ",19-04-2022
Air Canada,NYC,PAR,12h 20m ,1 stop ,"1,617 SAR ",19-04-2022
French Bee,NYC,PAR,7h 25m ,nonstop ,"1,008 SAR ",22-04-2022
Lufthansa,NYC,PAR,7h 05m ,nonstop ,"1,776 SAR ",22-04-2022
American Airlines,NYC,PAR,7h 10m ,nonstop ,"1,776 SAR ",22-04-2022
Delta,NYC,PAR,7h 40m ,nonstop ,"1,776 SAR ",22-04-2022
JetBlue,NYC,PAR,7h 10m ,nonstop ,"2,057 SAR ",22-04-2022
SAS,NYC,PAR,10h 40m ,1 stop ,"1,315 SAR ",22-04-2022
American Airlines,NYC,PAR,9h 25m ,1 stop ,"1,857 SAR ",22-04-2022
American Airlines,NYC,PAR,9h 30m ,1 stop ,"1,857 SAR ",22-04-2022
"LEVEL, Vueling",NYC,PAR,12h 50m ,1 stop ,"1,700 SAR ",22-04-2022
Delta,NYC,PAR,11h 05m ,1 stop ,"1,793 SAR ",22-04-2022
Air France,NYC,PAR,10h 05m ,1 stop ,"1,799 SAR ",22-04-2022
SWISS,NYC,PAR,9h 55m ,1 stop ,"1,841 SAR ",22-04-2022
Lufthansa,NYC,PAR,10h 55m ,1 stop ,"1,845 SAR ",22-04-2022
American Airlines,NYC,PAR,9h 45m ,1 stop ,"1,857 SAR ",22-04-2022
American Airlines,NYC,PAR,9h 50m ,1 stop ,"1,857 SAR ",22-04-2022
"Finnair, easyJet",NYC,PAR,12h 20m ,1 stop ,"1,076 SAR ",22-04-2022
SAS,NYC,PAR,13h 25m ,1 stop ,"1,293 SAR ",22-04-2022
SAS,NYC,PAR,10h 40m ,1 stop ,"1,315 SAR ",22-04-2022
TAP AIR PORTUGAL,NYC,PAR,10h 50m ,1 stop ,"1,512 SAR ",22-04-2022
TAP AIR PORTUGAL,NYC,PAR,11h 30m ,1 stop ,"1,512 SAR ",22-04-2022
Vueling,NYC,PAR,12h 50m ,1 stop ,"1,516 SAR ",22-04-2022
British Airways,NYC,PAR,11h 55m ,1 stop ,"1,529 SAR ",22-04-2022
TAP AIR PORTUGAL,NYC,PAR,11h 50m ,1 stop ,"1,713 SAR ",22-04-2022
Air France,NYC,PAR,11h 05m ,1 stop ,"1,763 SAR ",22-04-2022
Air Canada,NYC,PAR,9h 55m ,1 stop ,"1,776 SAR ",22-04-2022
Air Canada,NYC,PAR,10h 05m ,1 stop ,"1,776 SAR ",22-04-2022
Air Canada,NYC,PAR,11h 50m ,1 stop ,"1,776 SAR ",22-04-2022
"British Airways, Air France",NYC,PAR,10h 40m ,1 stop ,"1,780 SAR ",22-04-2022
"British Airways, Air France",NYC,PAR,11h 15m ,1 stop ,"1,780 SAR ",22-04-2022
United Airlines,NYC,PAR,10h 23m ,1 stop ,"1,782 SAR ",22-04-2022
Delta,NYC,PAR,10h 05m ,1 stop ,"1,793 SAR ",22-04-2022
Delta,NYC,PAR,10h 15m ,1 stop ,"1,793 SAR ",22-04-2022
Delta,NYC,PAR,10h 15m ,1 stop ,"1,793 SAR ",22-04-2022
Delta,NYC,PAR,11h 15m ,1 stop ,"1,793 SAR ",22-04-2022
Delta,NYC,PAR,11h 16m ,1 stop ,"1,793 SAR ",22-04-2022
Air Canada,NYC,PAR,10h 50m ,1 stop ,"1,797 SAR ",22-04-2022
British Airways,NYC,PAR,11h 35m ,1 stop ,"1,799 SAR ",22-04-2022
SWISS,NYC,PAR,9h 55m ,1 stop ,"1,823 SAR ",22-04-2022
SWISS,NYC,PAR,10h 45m ,1 stop ,"1,823 SAR ",22-04-2022
American Airlines,NYC,PAR,11h 30m ,1 stop ,"1,828 SAR ",22-04-2022
Lufthansa,NYC,PAR,10h 55m ,1 stop ,"1,845 SAR ",22-04-2022
Air France,NYC,PAR,10h 10m ,1 stop ,"1,854 SAR ",22-04-2022
American Airlines,NYC,PAR,9h 25m ,1 stop ,"1,857 SAR ",22-04-2022
American Airlines,NYC,PAR,9h 30m ,1 stop ,"1,857 SAR ",22-04-2022
American Airlines,NYC,PAR,9h 45m ,1 stop ,"1,857 SAR ",22-04-2022
American Airlines,NYC,PAR,9h 50m ,1 stop ,"1,857 SAR ",22-04-2022
American Airlines,NYC,PAR,10h 25m ,1 stop ,"1,857 SAR ",22-04-2022
American Airlines,NYC,PAR,11h 10m ,1 stop ,"1,857 SAR ",22-04-2022
Air France,NYC,PAR,9h 40m ,1 stop ,"1,858 SAR ",22-04-2022
British Airways,NYC,PAR,9h 20m ,1 stop ,"1,863 SAR ",22-04-2022
British Airways,NYC,PAR,9h 45m ,1 stop ,"1,863 SAR ",22-04-2022
British Airways,NYC,PAR,9h 50m ,1 stop ,"1,863 SAR ",22-04-2022
Air France,NYC,PAR,10h 25m ,1 stop ,"1,864 SAR ",22-04-2022
Air France,NYC,PAR,10h 55m ,1 stop ,"1,864 SAR ",22-04-2022
Delta,NYC,PAR,9h 55m ,1 stop ,"1,866 SAR ",22-04-2022
Delta,NYC,PAR,10h 20m ,1 stop ,"1,866 SAR ",22-04-2022
KLM,NYC,PAR,9h 55m ,1 stop ,"1,873 SAR ",22-04-2022
KLM,NYC,PAR,10h 20m ,1 stop ,"1,873 SAR ",22-04-2022
Virgin Atlantic,NYC,PAR,10h 25m ,1 stop ,"1,878 SAR ",22-04-2022
Virgin Atlantic,NYC,PAR,10h 40m ,1 stop ,"1,878 SAR ",22-04-2022
KLM,NYC,PAR,10h 10m ,1 stop ,"1,888 SAR ",22-04-2022
Lufthansa,NYC,PAR,9h 40m ,1 stop ,"1,914 SAR ",22-04-2022
Lufthansa,NYC,PAR,10h 30m ,1 stop ,"1,914 SAR ",22-04-2022
Lufthansa,NYC,PAR,10h 30m ,1 stop ,"1,914 SAR ",22-04-2022
"Finnair, Iberia Express",NYC,PAR,20h 45m ,1 stop ,"1,060 SAR ",22-04-2022
"Finnair, Iberia Express",NYC,PAR,17h 40m ,1 stop ,"1,389 SAR ",22-04-2022
Air Europa,NYC,PAR,15h 10m ,1 stop ,"1,417 SAR ",22-04-2022
Vueling,NYC,PAR,18h 05m ,1 stop ,"1,463 SAR ",22-04-2022
Vueling,NYC,PAR,15h 10m ,1 stop ,"1,491 SAR ",22-04-2022
Vueling,NYC,PAR,17h 05m ,1 stop ,"1,491 SAR ",22-04-2022
Vueling,NYC,PAR,18h 15m ,1 stop ,"1,491 SAR ",22-04-2022
TAP AIR PORTUGAL,NYC,PAR,14h 35m ,1 stop ,"1,500 SAR ",22-04-2022
TAP AIR PORTUGAL,NYC,PAR,20h 05m ,1 stop ,"1,500 SAR ",22-04-2022
TAP AIR PORTUGAL,NYC,PAR,14h 00m ,1 stop ,"1,512 SAR ",22-04-2022
TAP AIR PORTUGAL,NYC,PAR,14h 10m ,1 stop ,"1,512 SAR ",22-04-2022
TAP AIR PORTUGAL,NYC,PAR,15h 00m ,1 stop ,"1,512 SAR ",22-04-2022
TAP AIR PORTUGAL,NYC,PAR,15h 15m ,1 stop ,"1,512 SAR ",22-04-2022
TAP AIR PORTUGAL,NYC,PAR,16h 15m ,1 stop ,"1,512 SAR ",22-04-2022
TAP AIR PORTUGAL,NYC,PAR,16h 40m ,1 stop ,"1,512 SAR ",22-04-2022
TAP AIR PORTUGAL,NYC,PAR,17h 40m ,1 stop ,"1,512 SAR ",22-04-2022
TAP AIR PORTUGAL,NYC,PAR,18h 00m ,1 stop ,"1,512 SAR ",22-04-2022
TAP AIR PORTUGAL,NYC,PAR,19h 00m ,1 stop ,"1,512 SAR ",22-04-2022
TAP AIR PORTUGAL,NYC,PAR,19h 20m ,1 stop ,"1,512 SAR ",22-04-2022
TAP AIR PORTUGAL,NYC,PAR,20h 35m ,1 stop ,"1,512 SAR ",22-04-2022
Royal Air Maroc,NYC,PAR,13h 35m ,1 stop ,"1,670 SAR ",22-04-2022
Royal Air Maroc,NYC,PAR,15h 00m ,1 stop ,"1,670 SAR ",22-04-2022
Royal Air Maroc,NYC,PAR,15h 25m ,1 stop ,"1,670 SAR ",22-04-2022
Royal Air Maroc,NYC,PAR,16h 35m ,1 stop ,"1,670 SAR ",22-04-2022
Royal Air Maroc,NYC,PAR,19h 45m ,1 stop ,"1,670 SAR ",22-04-2022
"Air Europa, Iberia Express",NYC,PAR,19h 00m ,1 stop ,"1,704 SAR ",22-04-2022
"TAP AIR PORTUGAL, Ryanair",NYC,PAR,10h 45m ,1 stop ,"1,706 SAR ",22-04-2022
TAP AIR PORTUGAL,NYC,PAR,16h 10m ,1 stop ,"1,713 SAR ",22-04-2022
"Air Europa, Iberia Express",NYC,PAR,16h 05m ,1 stop ,"1,719 SAR ",22-04-2022
"Finnair, Air France",NYC,PAR,17h 25m ,1 stop ,"1,741 SAR ",22-04-2022
"TAP AIR PORTUGAL, Transavia France",NYC,PAR,11h 10m ,1 stop ,"1,776 SAR ",22-04-2022
Air Canada,NYC,PAR,12h 00m ,1 stop ,"1,776 SAR ",22-04-2022
Air Canada,NYC,PAR,14h 50m ,1 stop ,"1,776 SAR ",22-04-2022
Air Canada,NYC,PAR,16h 50m ,1 stop ,"1,776 SAR ",22-04-2022
Air Canada,NYC,PAR,16h 50m ,1 stop ,"1,776 SAR ",22-04-2022
Air Canada,NYC,PAR,19h 05m ,1 stop ,"1,776 SAR ",22-04-2022
United Airlines,NYC,PAR,11h 55m ,1 stop ,"1,782 SAR ",22-04-2022
United Airlines,NYC,PAR,11h 55m ,1 stop ,"1,782 SAR ",22-04-2022
United Airlines,NYC,PAR,12h 30m ,1 stop ,"1,782 SAR ",22-04-2022
United Airlines,NYC,PAR,13h 30m ,1 stop ,"1,782 SAR ",22-04-2022
United Airlines,NYC,PAR,13h 35m ,1 stop ,"1,782 SAR ",22-04-2022
United Airlines,NYC,PAR,14h 30m ,1 stop ,"1,782 SAR ",22-04-2022
United Airlines,NYC,PAR,14h 31m ,1 stop ,"1,782 SAR ",22-04-2022
United Airlines,NYC,PAR,14h 45m ,1 stop ,"1,782 SAR ",22-04-2022
United Airlines,NYC,PAR,15h 30m ,1 stop ,"1,782 SAR ",22-04-2022
United Airlines,NYC,PAR,16h 30m ,1 stop ,"1,782 SAR ",22-04-2022
United Airlines,NYC,PAR,18h 50m ,1 stop ,"1,782 SAR ",22-04-2022
Delta,NYC,PAR,11h 59m ,1 stop ,"1,793 SAR ",22-04-2022
Delta,NYC,PAR,12h 05m ,1 stop ,"1,793 SAR ",22-04-2022
Delta,NYC,PAR,12h 15m ,1 stop ,"1,793 SAR ",22-04-2022
Delta,NYC,PAR,12h 40m ,1 stop ,"1,793 SAR ",22-04-2022
American Airlines,NYC,PAR,12h 48m ,1 stop ,"1,793 SAR ",22-04-2022
Delta,NYC,PAR,12h 50m ,1 stop ,"1,793 SAR ",22-04-2022
Delta,NYC,PAR,13h 00m ,1 stop ,"1,793 SAR ",22-04-2022
Delta,NYC,PAR,13h 05m ,1 stop ,"1,793 SAR ",22-04-2022
Delta,NYC,PAR,13h 15m ,1 stop ,"1,793 SAR ",22-04-2022
Delta,NYC,PAR,13h 20m ,1 stop ,"1,793 SAR ",22-04-2022
Delta,NYC,PAR,13h 45m ,1 stop ,"1,793 SAR ",22-04-2022
Delta,NYC,PAR,14h 15m ,1 stop ,"1,793 SAR ",22-04-2022
Delta,NYC,PAR,15h 00m ,1 stop ,"1,793 SAR ",22-04-2022
Air Canada,NYC,PAR,12h 15m ,1 stop ,"1,797 SAR ",22-04-2022
Air Canada,NYC,PAR,14h 00m ,1 stop ,"1,797 SAR ",22-04-2022
Air Canada,NYC,PAR,15h 10m ,1 stop ,"1,797 SAR ",22-04-2022
Air Canada,NYC,PAR,16h 05m ,1 stop ,"1,797 SAR ",22-04-2022
Air Canada,NYC,PAR,17h 45m ,1 stop ,"1,797 SAR ",22-04-2022
Air Canada,NYC,PAR,19h 01m ,1 stop ,"1,797 SAR ",22-04-2022
Air Canada,NYC,PAR,19h 05m ,1 stop ,"1,797 SAR ",22-04-2022
Air Canada,NYC,PAR,20h 00m ,1 stop ,"1,797 SAR ",22-04-2022
Air Canada,NYC,PAR,20h 30m ,1 stop ,"1,797 SAR ",22-04-2022
KLM,NYC,PAR,13h 45m ,1 stop ,"1,821 SAR ",22-04-2022
SWISS,NYC,PAR,14h 45m ,1 stop ,"1,823 SAR ",22-04-2022
SWISS,NYC,PAR,15h 35m ,1 stop ,"1,823 SAR ",22-04-2022
SWISS,NYC,PAR,18h 10m ,1 stop ,"1,823 SAR ",22-04-2022
SWISS,NYC,PAR,19h 00m ,1 stop ,"1,823 SAR ",22-04-2022
Iberia,NYC,PAR,11h 30m ,1 stop ,"1,835 SAR ",22-04-2022
"Finnair, Iberia",NYC,PAR,11h 30m ,1 stop ,"1,835 SAR ",22-04-2022
Iberia,NYC,PAR,12h 25m ,1 stop ,"1,835 SAR ",22-04-2022
American Airlines,NYC,PAR,12h 25m ,1 stop ,"1,835 SAR ",22-04-2022
Iberia,NYC,PAR,14h 05m ,1 stop ,"1,835 SAR ",22-04-2022
"Finnair, Iberia",NYC,PAR,14h 05m ,1 stop ,"1,835 SAR ",22-04-2022
American Airlines,NYC,PAR,14h 05m ,1 stop ,"1,835 SAR ",22-04-2022
Iberia,NYC,PAR,14h 35m ,1 stop ,"1,835 SAR ",22-04-2022
American Airlines,NYC,PAR,14h 35m ,1 stop ,"1,835 SAR ",22-04-2022
Iberia,NYC,PAR,15h 35m ,1 stop ,"1,835 SAR ",22-04-2022
Iberia,NYC,PAR,17h 10m ,1 stop ,"1,835 SAR ",22-04-2022
American Airlines,NYC,PAR,17h 10m ,1 stop ,"1,835 SAR ",22-04-2022
Iberia,NYC,PAR,17h 40m ,1 stop ,"1,835 SAR ",22-04-2022
Iberia,NYC,PAR,19h 15m ,1 stop ,"1,835 SAR ",22-04-2022
Iberia,NYC,PAR,20h 35m ,1 stop ,"1,835 SAR ",22-04-2022
Lufthansa,NYC,PAR,11h 55m ,1 stop ,"1,845 SAR ",22-04-2022
Iberia,NYC,PAR,18h 40m ,1 stop ,"1,850 SAR ",22-04-2022
Lufthansa,NYC,PAR,14h 10m ,1 stop ,"1,851 SAR ",22-04-2022
Lufthansa,NYC,PAR,14h 25m ,1 stop ,"1,851 SAR ",22-04-2022
Lufthansa,NYC,PAR,15h 45m ,1 stop ,"1,851 SAR ",22-04-2022
United Airlines,NYC,PAR,17h 40m ,1 stop ,"1,851 SAR ",22-04-2022
Lufthansa,NYC,PAR,19h 00m ,1 stop ,"1,851 SAR ",22-04-2022
Lufthansa,NYC,PAR,17h 50m ,1 stop ,"1,854 SAR ",22-04-2022
Icelandair,NYC,PAR,19h 05m ,1 stop ,"1,856 SAR ",22-04-2022
Icelandair,NYC,PAR,19h 10m ,1 stop ,"1,856 SAR ",22-04-2022
American Airlines,NYC,PAR,11h 45m ,1 stop ,"1,857 SAR ",22-04-2022
American Airlines,NYC,PAR,12h 20m ,1 stop ,"1,857 SAR ",22-04-2022
Air France,NYC,PAR,11h 20m ,1 stop ,"1,858 SAR ",22-04-2022
British Airways,NYC,PAR,11h 45m ,1 stop ,"1,863 SAR ",22-04-2022
British Airways,NYC,PAR,12h 35m ,1 stop ,"1,863 SAR ",22-04-2022
American Airlines,NYC,PAR,12h 35m ,1 stop ,"1,863 SAR ",22-04-2022
British Airways,NYC,PAR,12h 50m ,1 stop ,"1,863 SAR ",22-04-2022
American Airlines,NYC,PAR,12h 50m ,1 stop ,"1,863 SAR ",22-04-2022
American Airlines,NYC,PAR,13h 00m ,1 stop ,"1,863 SAR ",22-04-2022
American Airlines,NYC,PAR,13h 10m ,1 stop ,"1,863 SAR ",22-04-2022
American Airlines,NYC,PAR,13h 15m ,1 stop ,"1,863 SAR ",22-04-2022
American Airlines,NYC,PAR,14h 00m ,1 stop ,"1,863 SAR ",22-04-2022
American Airlines,NYC,PAR,14h 05m ,1 stop ,"1,863 SAR ",22-04-2022
American Airlines,NYC,PAR,16h 00m ,1 stop ,"1,863 SAR ",22-04-2022
