Airline,Source,Destination,Duration,Total stops,Price,Date
Air Canada,NYC,RUH,21h 40m ,2 stops ,"3,403 SAR ",01-03-2022
Air Canada,NYC,RUH,21h 45m ,2 stops ,"3,403 SAR ",01-03-2022
Air Canada,NYC,RUH,22h 40m ,2 stops ,"3,403 SAR ",01-03-2022
Air Canada,NYC,RUH,23h 25m ,2 stops ,"3,403 SAR ",01-03-2022
Air Canada,NYC,RUH,17h 05m ,2 stops ,"3,418 SAR ",01-03-2022
Air Canada,NYC,RUH,17h 15m ,2 stops ,"3,418 SAR ",01-03-2022
Air Canada,NYC,RUH,18h 05m ,2 stops ,"3,418 SAR ",01-03-2022
Air Canada,NYC,RUH,19h 05m ,2 stops ,"3,418 SAR ",01-03-2022
"Air France, Lufthansa",NYC,RUH,19h 25m ,2 stops ,"3,452 SAR ",01-03-2022
"Turkish Airlines, flyadeal",NYC,RUH,21h 25m ,2 stops ,"3,456 SAR ",01-03-2022
SWISS,NYC,RUH,17h 30m ,2 stops ,"3,462 SAR ",01-03-2022
SWISS,NYC,RUH,17h 00m ,2 stops ,"3,482 SAR ",01-03-2022
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,495 SAR ",01-03-2022
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,495 SAR ",01-03-2022
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,495 SAR ",01-03-2022
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,495 SAR ",01-03-2022
Lufthansa,NYC,RUH,18h 00m ,2 stops ,"3,510 SAR ",01-03-2022
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,515 SAR ",01-03-2022
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,515 SAR ",01-03-2022
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,515 SAR ",01-03-2022
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,515 SAR ",01-03-2022
SWISS,NYC,RUH,18h 05m ,2 stops ,"3,518 SAR ",01-03-2022
Lufthansa,NYC,RUH,17h 10m ,2 stops ,"3,527 SAR ",01-03-2022
Lufthansa,NYC,RUH,16h 55m ,2 stops ,"3,535 SAR ",01-03-2022
"Turkish Airlines, SAUDIA",NYC,RUH,21h 15m ,2 stops ,"3,575 SAR ",01-03-2022
"Air Canada, Lufthansa",NYC,RUH,20h 15m ,2 stops ,"3,578 SAR ",01-03-2022
"Air Canada, Lufthansa",NYC,RUH,20h 35m ,2 stops ,"3,578 SAR ",01-03-2022
"Air Canada, Lufthansa",NYC,RUH,21h 45m ,2 stops ,"3,578 SAR ",01-03-2022
"Air Canada, Lufthansa",NYC,RUH,21h 45m ,2 stops ,"3,578 SAR ",01-03-2022
"Turkish Airlines, flynas",NYC,RUH,23h 40m ,2 stops ,"3,592 SAR ",01-03-2022
Lufthansa,NYC,RUH,17h 30m ,2 stops ,"3,606 SAR ",01-03-2022
"Turkish Airlines, flynas",NYC,RUH,18h 20m ,2 stops ,"3,619 SAR ",01-03-2022
Emirates,NYC,RUH,18h 30m ,2 stops ,"3,752 SAR ",01-03-2022
Emirates,NYC,RUH,19h 25m ,2 stops ,"3,752 SAR ",01-03-2022
Emirates,NYC,RUH,24h 05m ,2 stops ,"3,752 SAR ",01-03-2022
KLM,NYC,RUH,19h 50m ,2 stops ,"3,812 SAR ",01-03-2022
KLM,NYC,RUH,17h 50m ,2 stops ,"3,828 SAR ",01-03-2022
KLM,NYC,RUH,18h 50m ,2 stops ,"3,828 SAR ",01-03-2022
KLM,NYC,RUH,18h 50m ,2 stops ,"3,828 SAR ",01-03-2022
KLM,NYC,RUH,19h 50m ,2 stops ,"3,828 SAR ",01-03-2022
KLM,NYC,RUH,19h 50m ,2 stops ,"3,828 SAR ",01-03-2022
KLM,NYC,RUH,19h 50m ,2 stops ,"3,828 SAR ",01-03-2022
KLM,NYC,RUH,19h 20m ,2 stops ,"3,840 SAR ",01-03-2022
KLM,NYC,RUH,19h 20m ,2 stops ,"3,840 SAR ",01-03-2022
KLM,NYC,RUH,20h 21m ,2 stops ,"3,892 SAR ",01-03-2022
KLM,NYC,RUH,20h 50m ,2 stops ,"3,892 SAR ",01-03-2022
KLM,NYC,RUH,21h 05m ,2 stops ,"3,892 SAR ",01-03-2022
KLM,NYC,RUH,20h 50m ,2 stops ,"3,916 SAR ",01-03-2022
KLM,NYC,RUH,20h 50m ,2 stops ,"3,916 SAR ",01-03-2022
KLM,NYC,RUH,20h 50m ,2 stops ,"3,916 SAR ",01-03-2022
KLM,NYC,RUH,17h 20m ,2 stops ,"3,929 SAR ",01-03-2022
KLM,NYC,RUH,21h 50m ,2 stops ,"3,987 SAR ",01-03-2022
KLM,NYC,RUH,21h 50m ,2 stops ,"3,987 SAR ",01-03-2022
Multiple Airlines,NYC,RUH,21h 40m ,2 stops ,"3,998 SAR ",01-03-2022
"Turkish Airlines, Royal Jordanian",NYC,RUH,17h 50m ,2 stops ,"4,618 SAR ",01-03-2022
"Virgin Atlantic, SAUDIA",NYC,RUH,16h 14m ,1 stop ,"7,479 SAR ",01-03-2022
"Virgin Atlantic, SAUDIA",NYC,RUH,17h 15m ,1 stop ,"7,632 SAR ",01-03-2022
"American Airlines, British Airways",NYC,RUH,15h 35m ,1 stop ,"7,633 SAR ",01-03-2022
"American Airlines, British Airways",NYC,RUH,17h 15m ,1 stop ,"7,633 SAR ",01-03-2022
"American Airlines, British Airways",NYC,RUH,17h 55m ,1 stop ,"7,633 SAR ",01-03-2022
"American Airlines, British Airways",NYC,RUH,18h 05m ,1 stop ,"7,633 SAR ",01-03-2022
"American Airlines, British Airways",NYC,RUH,18h 35m ,1 stop ,"7,633 SAR ",01-03-2022
"American Airlines, British Airways",NYC,RUH,19h 25m ,1 stop ,"7,633 SAR ",01-03-2022
"American Airlines, British Airways",NYC,RUH,19h 55m ,1 stop ,"7,633 SAR ",01-03-2022
"American Airlines, British Airways",NYC,RUH,20h 10m ,1 stop ,"7,633 SAR ",01-03-2022
"American Airlines, British Airways",NYC,RUH,20h 20m ,1 stop ,"7,633 SAR ",01-03-2022
British Airways,NYC,RUH,15h 35m ,1 stop ,"7,656 SAR ",01-03-2022
"SWISS, Egypt Air",NYC,RUH,21h 35m ,3 stops ,"2,978 SAR ",01-03-2022
"SWISS, Egypt Air",NYC,RUH,22h 30m ,3 stops ,"2,978 SAR ",01-03-2022
"Air France, Egypt Air",NYC,RUH,23h 10m ,3 stops ,"2,986 SAR ",01-03-2022
Emirates,NYC,RUH,23h 25m ,2 stops ,"4,847 SAR ",01-03-2022
Qatar Airways,NYC,RUH,21h 55m ,2 stops ,"5,482 SAR ",01-03-2022
Qatar Airways,NYC,RUH,23h 45m ,2 stops ,"5,482 SAR ",01-03-2022
Qatar Airways,NYC,RUH,23h 45m ,2 stops ,"5,482 SAR ",01-03-2022
"Turkish Airlines, AnadoluJet",NYC,RUH,19h 25m ,1 stop ,"5,841 SAR ",01-03-2022
"British Airways, Qatar Airways",NYC,RUH,22h 35m ,2 stops ,"6,303 SAR ",01-03-2022
British Airways,NYC,RUH,21h 21m ,2 stops ,"7,656 SAR ",01-03-2022
British Airways,NYC,RUH,22h 20m ,2 stops ,"7,673 SAR ",01-03-2022
British Airways,NYC,RUH,22h 20m ,2 stops ,"7,673 SAR ",01-03-2022
British Airways,NYC,RUH,22h 57m ,2 stops ,"7,673 SAR ",01-03-2022
British Airways,NYC,RUH,22h 57m ,2 stops ,"7,673 SAR ",01-03-2022
British Airways,NYC,RUH,21h 32m ,2 stops ,"7,677 SAR ",01-03-2022
British Airways,NYC,RUH,22h 21m ,2 stops ,"7,981 SAR ",01-03-2022
British Airways,NYC,RUH,22h 25m ,2 stops ,"7,981 SAR ",01-03-2022
British Airways,NYC,RUH,23h 21m ,2 stops ,"7,981 SAR ",01-03-2022
British Airways,NYC,RUH,23h 21m ,2 stops ,"7,981 SAR ",01-03-2022
British Airways,NYC,RUH,23h 50m ,2 stops ,"7,981 SAR ",01-03-2022
Multiple Airlines,NYC,RUH,17h 10m ,2 stops ,"17,375 SAR ",01-03-2022
"United Airlines, British Airways",NYC,RUH,16h 50m ,1 stop ,"17,903 SAR ",01-03-2022
"United Airlines, British Airways",NYC,RUH,17h 50m ,1 stop ,"17,903 SAR ",01-03-2022
"United Airlines, British Airways",NYC,RUH,20h 05m ,1 stop ,"17,903 SAR ",01-03-2022
"Air France, SAUDIA",NYC,RUH,14h 45m ,1 stop ,"73,145 SAR ",01-03-2022
"Air France, SAUDIA",NYC,RUH,15h 45m ,1 stop ,"73,145 SAR ",01-03-2022
"Singapore Airlines, Egypt Air",NYC,RUH,23h 25m ,2 stops ,"12,496 SAR ",01-03-2022
"Singapore Airlines, Egypt Air",NYC,RUH,23h 25m ,2 stops ,"12,945 SAR ",01-03-2022
Etihad Airways,NYC,RUH,15h 45m ,1 stop ,"2,173 SAR ",02-03-2022
Etihad Airways,NYC,RUH,15h 45m ,1 stop ,"2,077 SAR ",02-03-2022
Egypt Air,NYC,RUH,18h 40m ,1 stop ,"2,123 SAR ",02-03-2022
"Finnair, SAUDIA",NYC,RUH,18h 00m ,1 stop ,"3,006 SAR ",02-03-2022
Lufthansa,NYC,RUH,17h 35m ,1 stop ,"3,484 SAR ",02-03-2022
Lufthansa,NYC,RUH,16h 10m ,1 stop ,"3,504 SAR ",02-03-2022
"United Airlines, Lufthansa",NYC,RUH,16h 10m ,1 stop ,"3,557 SAR ",02-03-2022
Air France,NYC,RUH,14h 45m ,1 stop ,"3,758 SAR ",02-03-2022
Air France,NYC,RUH,15h 45m ,1 stop ,"3,758 SAR ",02-03-2022
Lufthansa,NYC,RUH,19h 55m ,1 stop ,"3,485 SAR ",02-03-2022
Emirates,NYC,RUH,20h 05m ,1 stop ,"3,738 SAR ",02-03-2022
Air France,NYC,RUH,16h 45m ,1 stop ,"3,758 SAR ",02-03-2022
Air France,NYC,RUH,17h 45m ,1 stop ,"3,758 SAR ",02-03-2022
Air France,NYC,RUH,18h 45m ,1 stop ,"3,758 SAR ",02-03-2022
KLM,NYC,RUH,17h 50m ,1 stop ,"3,759 SAR ",02-03-2022
KLM,NYC,RUH,19h 50m ,1 stop ,"3,759 SAR ",02-03-2022
Air France,NYC,RUH,14h 45m ,1 stop ,"3,758 SAR ",02-03-2022
Air France,NYC,RUH,15h 45m ,1 stop ,"3,758 SAR ",02-03-2022
Air France,NYC,RUH,16h 45m ,1 stop ,"3,758 SAR ",02-03-2022
Air France,NYC,RUH,17h 45m ,1 stop ,"3,758 SAR ",02-03-2022
KLM,NYC,RUH,17h 50m ,1 stop ,"3,759 SAR ",02-03-2022
Emirates,NYC,RUH,20h 05m ,1 stop ,"3,738 SAR ",02-03-2022
Emirates,NYC,RUH,24h 10m ,1 stop ,"3,752 SAR ",02-03-2022
Air France,NYC,RUH,18h 45m ,1 stop ,"3,758 SAR ",02-03-2022
KLM,NYC,RUH,19h 50m ,1 stop ,"3,759 SAR ",02-03-2022
KLM,NYC,RUH,20h 45m ,1 stop ,"3,759 SAR ",02-03-2022
Emirates,NYC,RUH,18h 30m ,1 stop ,"3,790 SAR ",02-03-2022
Emirates,NYC,RUH,19h 25m ,1 stop ,"3,790 SAR ",02-03-2022
Emirates,NYC,RUH,24h 05m ,1 stop ,"3,790 SAR ",02-03-2022
Emirates,NYC,RUH,24h 55m ,1 stop ,"3,790 SAR ",02-03-2022
Emirates,NYC,RUH,25h 00m ,1 stop ,"3,790 SAR ",02-03-2022
"Emirates, flynas",NYC,RUH,17h 45m ,1 stop ,"4,289 SAR ",02-03-2022
"Finnair, SAUDIA",NYC,RUH,16h 35m ,1 stop ,"4,901 SAR ",02-03-2022
"Royal Air Maroc, Air Arabia",NYC,RUH,18h 45m ,2 stops ,"2,120 SAR ",02-03-2022
"Royal Air Maroc, Egypt Air",NYC,RUH,17h 15m ,2 stops ,"2,420 SAR ",02-03-2022
"Royal Air Maroc, flynas",NYC,RUH,22h 25m ,2 stops ,"2,067 SAR ",02-03-2022
"Finnair, Egypt Air",NYC,RUH,22h 40m ,2 stops ,"2,225 SAR ",02-03-2022
Multiple Airlines,NYC,RUH,21h 20m ,2 stops ,"2,413 SAR ",02-03-2022
Ethiopian Air,NYC,RUH,21h 40m ,2 stops ,"2,603 SAR ",02-03-2022
"Vueling, Qatar Airways",NYC,RUH,21h 25m ,2 stops ,"2,841 SAR ",02-03-2022
Qatar Airways,NYC,RUH,24h 11m ,2 stops ,"2,919 SAR ",02-03-2022
"Emirates, Egypt Air",NYC,RUH,20h 40m ,2 stops ,"3,111 SAR ",02-03-2022
Qatar Airways,NYC,RUH,23h 40m ,2 stops ,"3,117 SAR ",02-03-2022
"Egypt Air, Gulf Air",NYC,RUH,18h 10m ,2 stops ,"3,120 SAR ",02-03-2022
Qatar Airways,NYC,RUH,23h 40m ,2 stops ,"3,153 SAR ",02-03-2022
Qatar Airways,NYC,RUH,24h 40m ,2 stops ,"3,153 SAR ",02-03-2022
"Air France, Royal Jordanian",NYC,RUH,18h 20m ,2 stops ,"3,186 SAR ",02-03-2022
Etihad Airways,NYC,RUH,21h 05m ,2 stops ,"3,194 SAR ",02-03-2022
Etihad Airways,NYC,RUH,24h 45m ,2 stops ,"3,217 SAR ",02-03-2022
Etihad Airways,NYC,RUH,24h 25m ,2 stops ,"3,284 SAR ",02-03-2022
Air Canada,NYC,RUH,20h 00m ,2 stops ,"3,397 SAR ",02-03-2022
Air Canada,NYC,RUH,20h 10m ,2 stops ,"3,397 SAR ",02-03-2022
Air Canada,NYC,RUH,21h 14m ,2 stops ,"3,397 SAR ",02-03-2022
Air Canada,NYC,RUH,23h 00m ,2 stops ,"3,397 SAR ",02-03-2022
Air Canada,NYC,RUH,20h 35m ,2 stops ,"3,403 SAR ",02-03-2022
Air Canada,NYC,RUH,21h 40m ,2 stops ,"3,403 SAR ",02-03-2022
Air Canada,NYC,RUH,22h 40m ,2 stops ,"3,403 SAR ",02-03-2022
Air Canada,NYC,RUH,23h 25m ,2 stops ,"3,403 SAR ",02-03-2022
Air Canada,NYC,RUH,17h 05m ,2 stops ,"3,417 SAR ",02-03-2022
Air Canada,NYC,RUH,17h 15m ,2 stops ,"3,417 SAR ",02-03-2022
Air Canada,NYC,RUH,18h 05m ,2 stops ,"3,417 SAR ",02-03-2022
Air Canada,NYC,RUH,19h 05m ,2 stops ,"3,417 SAR ",02-03-2022
Air Canada,NYC,RUH,20h 15m ,2 stops ,"3,418 SAR ",02-03-2022
SWISS,NYC,RUH,17h 30m ,2 stops ,"3,462 SAR ",02-03-2022
SWISS,NYC,RUH,17h 00m ,2 stops ,"3,482 SAR ",02-03-2022
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,494 SAR ",02-03-2022
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,494 SAR ",02-03-2022
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,494 SAR ",02-03-2022
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,494 SAR ",02-03-2022
Lufthansa,NYC,RUH,18h 00m ,2 stops ,"3,509 SAR ",02-03-2022
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,514 SAR ",02-03-2022
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,514 SAR ",02-03-2022
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,514 SAR ",02-03-2022
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,514 SAR ",02-03-2022
Lufthansa,NYC,RUH,17h 30m ,2 stops ,"3,515 SAR ",02-03-2022
SWISS,NYC,RUH,18h 05m ,2 stops ,"3,518 SAR ",02-03-2022
Lufthansa,NYC,RUH,17h 10m ,2 stops ,"3,526 SAR ",02-03-2022
Lufthansa,NYC,RUH,16h 55m ,2 stops ,"3,534 SAR ",02-03-2022
"Air Canada, Lufthansa",NYC,RUH,20h 35m ,2 stops ,"3,578 SAR ",02-03-2022
Lufthansa,NYC,RUH,17h 30m ,2 stops ,"3,606 SAR ",02-03-2022
"Virgin Atlantic, SAUDIA",NYC,RUH,16h 14m ,1 stop ,"7,493 SAR ",02-03-2022
"American Airlines, British Airways",NYC,RUH,15h 35m ,1 stop ,"7,633 SAR ",02-03-2022
"American Airlines, British Airways",NYC,RUH,17h 15m ,1 stop ,"7,633 SAR ",02-03-2022
"American Airlines, British Airways",NYC,RUH,17h 55m ,1 stop ,"7,633 SAR ",02-03-2022
"American Airlines, British Airways",NYC,RUH,18h 05m ,1 stop ,"7,633 SAR ",02-03-2022
"American Airlines, British Airways",NYC,RUH,18h 35m ,1 stop ,"7,633 SAR ",02-03-2022
"American Airlines, British Airways",NYC,RUH,19h 40m ,1 stop ,"7,633 SAR ",02-03-2022
"American Airlines, British Airways",NYC,RUH,19h 55m ,1 stop ,"7,633 SAR ",02-03-2022
"American Airlines, British Airways",NYC,RUH,20h 10m ,1 stop ,"7,633 SAR ",02-03-2022
"American Airlines, British Airways",NYC,RUH,20h 20m ,1 stop ,"7,633 SAR ",02-03-2022
Oman Air,NYC,RUH,57h 40m ,2 stops ,"2,747 SAR ",02-03-2022
"TAP AIR PORTUGAL, SAUDIA",NYC,RUH,22h 05m ,2 stops ,"3,376 SAR ",02-03-2022
Air Canada,NYC,RUH,25h 00m ,2 stops ,"3,397 SAR ",02-03-2022
Air Canada,NYC,RUH,25h 00m ,2 stops ,"3,397 SAR ",02-03-2022
Air Canada,NYC,RUH,24h 35m ,2 stops ,"3,403 SAR ",02-03-2022
"Turkish Airlines, flynas",NYC,RUH,24h 30m ,2 stops ,"3,474 SAR ",02-03-2022
"Turkish Airlines, flynas",NYC,RUH,23h 40m ,2 stops ,"3,521 SAR ",02-03-2022
"Vueling, Etihad Airways",NYC,RUH,21h 00m ,2 stops ,"3,531 SAR ",02-03-2022
"Air Canada, Lufthansa",NYC,RUH,21h 45m ,2 stops ,"3,578 SAR ",02-03-2022
"Air Canada, Lufthansa",NYC,RUH,21h 45m ,2 stops ,"3,578 SAR ",02-03-2022
"Turkish Airlines, flynas",NYC,RUH,17h 30m ,2 stops ,"3,593 SAR ",02-03-2022
"Turkish Airlines, flynas",NYC,RUH,18h 50m ,2 stops ,"3,593 SAR ",02-03-2022
Emirates,NYC,RUH,18h 30m ,2 stops ,"3,738 SAR ",02-03-2022
Emirates,NYC,RUH,19h 25m ,2 stops ,"3,738 SAR ",02-03-2022
Emirates,NYC,RUH,24h 05m ,2 stops ,"3,738 SAR ",02-03-2022
Emirates,NYC,RUH,24h 55m ,2 stops ,"3,738 SAR ",02-03-2022
Emirates,NYC,RUH,25h 00m ,2 stops ,"3,738 SAR ",02-03-2022
"Egypt Air, SAUDIA",NYC,RUH,19h 10m ,2 stops ,"3,742 SAR ",02-03-2022
"Egypt Air, SAUDIA",NYC,RUH,21h 10m ,2 stops ,"3,742 SAR ",02-03-2022
"Turkish Airlines, SAUDIA",NYC,RUH,17h 15m ,2 stops ,"3,766 SAR ",02-03-2022
KLM,NYC,RUH,19h 20m ,2 stops ,"3,809 SAR ",02-03-2022
KLM,NYC,RUH,17h 50m ,2 stops ,"3,828 SAR ",02-03-2022
Air France,NYC,RUH,18h 50m ,2 stops ,"3,828 SAR ",02-03-2022
Air France,NYC,RUH,18h 50m ,2 stops ,"3,828 SAR ",02-03-2022
KLM,NYC,RUH,19h 50m ,2 stops ,"3,828 SAR ",02-03-2022
Air France,NYC,RUH,19h 50m ,2 stops ,"3,828 SAR ",02-03-2022
KLM,NYC,RUH,19h 20m ,2 stops ,"3,840 SAR ",02-03-2022
KLM,NYC,RUH,19h 20m ,2 stops ,"3,840 SAR ",02-03-2022
KLM,NYC,RUH,19h 50m ,2 stops ,"3,911 SAR ",02-03-2022
KLM,NYC,RUH,20h 50m ,2 stops ,"3,911 SAR ",02-03-2022
KLM,NYC,RUH,20h 50m ,2 stops ,"3,911 SAR ",02-03-2022
KLM,NYC,RUH,20h 50m ,2 stops ,"3,911 SAR ",02-03-2022
KLM,NYC,RUH,20h 50m ,2 stops ,"3,911 SAR ",02-03-2022
KLM,NYC,RUH,20h 50m ,2 stops ,"3,911 SAR ",02-03-2022
KLM,NYC,RUH,21h 50m ,2 stops ,"3,911 SAR ",02-03-2022
KLM,NYC,RUH,21h 50m ,2 stops ,"3,911 SAR ",02-03-2022
KLM,NYC,RUH,17h 20m ,2 stops ,"3,924 SAR ",02-03-2022
Air France,NYC,RUH,21h 50m ,2 stops ,"4,070 SAR ",02-03-2022
Emirates,NYC,RUH,23h 25m ,2 stops ,"4,847 SAR ",02-03-2022
Emirates,NYC,RUH,23h 25m ,2 stops ,"4,847 SAR ",02-03-2022
Emirates,NYC,RUH,24h 25m ,2 stops ,"4,847 SAR ",02-03-2022
"Vueling, Egypt Air",NYC,RUH,22h 25m ,3 stops ,"2,390 SAR ",02-03-2022
"Royal Air Maroc, Gulf Air",NYC,RUH,24h 15m ,3 stops ,"2,510 SAR ",02-03-2022
"SWISS, Egypt Air",NYC,RUH,21h 35m ,3 stops ,"2,818 SAR ",02-03-2022
"TAP AIR PORTUGAL, Air Arabia",NYC,RUH,20h 55m ,3 stops ,"2,876 SAR ",02-03-2022
"Royal Air Maroc, Royal Jordanian",NYC,RUH,22h 15m ,3 stops ,"2,961 SAR ",02-03-2022
"SWISS, Royal Jordanian",NYC,RUH,20h 05m ,3 stops ,"3,254 SAR ",02-03-2022
Air Canada,NYC,RUH,24h 35m ,3 stops ,"3,555 SAR ",02-03-2022
Qatar Airways,NYC,RUH,21h 55m ,2 stops ,"5,420 SAR ",02-03-2022
Qatar Airways,NYC,RUH,23h 45m ,2 stops ,"5,481 SAR ",02-03-2022
Qatar Airways,NYC,RUH,23h 45m ,2 stops ,"5,481 SAR ",02-03-2022
Qatar Airways,NYC,RUH,18h 25m ,2 stops ,"5,526 SAR ",02-03-2022
"Turkish Airlines, AnadoluJet",NYC,RUH,19h 25m ,1 stop ,"5,855 SAR ",02-03-2022
"Turkish Airlines, AnadoluJet",NYC,RUH,22h 50m ,1 stop ,"5,855 SAR ",02-03-2022
"British Airways, Qatar Airways",NYC,RUH,22h 35m ,2 stops ,"6,303 SAR ",02-03-2022
"American Airlines, British Airways",NYC,RUH,19h 50m ,2 stops ,"7,650 SAR ",02-03-2022
British Airways,NYC,RUH,22h 20m ,2 stops ,"7,673 SAR ",02-03-2022
British Airways,NYC,RUH,22h 20m ,2 stops ,"7,673 SAR ",02-03-2022
British Airways,NYC,RUH,22h 57m ,2 stops ,"7,673 SAR ",02-03-2022
British Airways,NYC,RUH,22h 57m ,2 stops ,"7,673 SAR ",02-03-2022
British Airways,NYC,RUH,21h 32m ,2 stops ,"7,677 SAR ",02-03-2022
"Air Canada, Lufthansa",NYC,RUH,21h 45m ,2 stops ,"7,687 SAR ",02-03-2022
KLM,NYC,RUH,24h 10m ,2 stops ,"7,722 SAR ",02-03-2022
British Airways,NYC,RUH,22h 21m ,2 stops ,"7,981 SAR ",02-03-2022
British Airways,NYC,RUH,22h 25m ,2 stops ,"7,981 SAR ",02-03-2022
British Airways,NYC,RUH,23h 21m ,2 stops ,"7,981 SAR ",02-03-2022
British Airways,NYC,RUH,23h 21m ,2 stops ,"7,981 SAR ",02-03-2022
British Airways,NYC,RUH,23h 50m ,2 stops ,"7,981 SAR ",02-03-2022
British Airways,NYC,RUH,23h 50m ,2 stops ,"7,981 SAR ",02-03-2022
Qatar Airways,NYC,RUH,21h 55m ,2 stops ,"5,447 SAR ",02-03-2022
Multiple Airlines,NYC,RUH,17h 10m ,2 stops ,"17,375 SAR ",02-03-2022
Air France,NYC,RUH,20h 05m ,2 stops ,"7,681 SAR ",02-03-2022
Air France,NYC,RUH,22h 00m ,2 stops ,"7,681 SAR ",02-03-2022
Air France,NYC,RUH,20h 20m ,2 stops ,"7,742 SAR ",02-03-2022
"Singapore Airlines, Egypt Air",NYC,RUH,23h 25m ,2 stops ,"12,496 SAR ",02-03-2022
"Singapore Airlines, Egypt Air",NYC,RUH,23h 25m ,2 stops ,"13,039 SAR ",02-03-2022
Egypt Air,NYC,RUH,18h 40m ,1 stop ,"2,123 SAR ",03-03-2022
Etihad Airways,NYC,RUH,15h 45m ,1 stop ,"2,132 SAR ",03-03-2022
Lufthansa,NYC,RUH,17h 35m ,1 stop ,"3,545 SAR ",03-03-2022
"American Airlines, British Airways",NYC,RUH,15h 35m ,1 stop ,"7,633 SAR ",03-03-2022
"American Airlines, British Airways",NYC,RUH,17h 10m ,1 stop ,"7,633 SAR ",03-03-2022
"American Airlines, British Airways",NYC,RUH,17h 55m ,1 stop ,"7,633 SAR ",03-03-2022
"American Airlines, British Airways",NYC,RUH,18h 05m ,1 stop ,"7,633 SAR ",03-03-2022
Lufthansa,NYC,RUH,17h 00m ,2 stops ,"3,566 SAR ",03-03-2022
Lufthansa,NYC,RUH,17h 10m ,2 stops ,"3,582 SAR ",03-03-2022
"American Airlines, British Airways",NYC,RUH,18h 35m ,1 stop ,"7,633 SAR ",03-03-2022
"American Airlines, British Airways",NYC,RUH,19h 25m ,1 stop ,"7,633 SAR ",03-03-2022
"American Airlines, British Airways",NYC,RUH,19h 55m ,1 stop ,"7,633 SAR ",03-03-2022
Air France,NYC,RUH,39h 30m ,2 stops ,"3,828 SAR ",03-03-2022
Multiple Airlines,NYC,RUH,17h 10m ,2 stops ,"17,375 SAR ",03-03-2022
Etihad Airways,NYC,RUH,15h 45m ,1 stop ,"2,155 SAR ",13-03-2022
SAUDIA,NYC,RUH,11h 30m ,nonstop ,"2,541 SAR ",13-03-2022
Etihad Airways,NYC,RUH,15h 45m ,1 stop ,"2,073 SAR ",13-03-2022
Egypt Air,NYC,RUH,19h 40m ,1 stop ,"2,101 SAR ",13-03-2022
Turkish Airlines,NYC,RUH,16h 40m ,1 stop ,"2,938 SAR ",13-03-2022
Lufthansa,NYC,RUH,17h 35m ,1 stop ,"3,467 SAR ",13-03-2022
Lufthansa,NYC,RUH,19h 55m ,1 stop ,"3,467 SAR ",13-03-2022
Lufthansa,NYC,RUH,16h 10m ,1 stop ,"3,487 SAR ",13-03-2022
"United Airlines, Lufthansa",NYC,RUH,16h 10m ,1 stop ,"3,557 SAR ",13-03-2022
KLM,NYC,RUH,17h 50m ,1 stop ,"3,759 SAR ",13-03-2022
KLM,NYC,RUH,19h 50m ,1 stop ,"3,759 SAR ",13-03-2022
Emirates,NYC,RUH,19h 30m ,1 stop ,"3,790 SAR ",13-03-2022
"Air France, SAUDIA",NYC,RUH,17h 45m ,1 stop ,"4,054 SAR ",13-03-2022
"KLM, British Airways",NYC,RUH,17h 50m ,1 stop ,"4,323 SAR ",13-03-2022
"Finnair, British Airways",NYC,RUH,17h 15m ,1 stop ,"4,383 SAR ",13-03-2022
"Finnair, SAUDIA",NYC,RUH,16h 35m ,1 stop ,"4,789 SAR ",13-03-2022
Etihad Airways,NYC,RUH,15h 45m ,1 stop ,"2,073 SAR ",23-03-2022
Egypt Air,NYC,RUH,19h 40m ,1 stop ,"2,101 SAR ",23-03-2022
Lufthansa,NYC,RUH,16h 10m ,1 stop ,"3,545 SAR ",23-03-2022
"Royal Air Maroc, Egypt Air",NYC,RUH,17h 15m ,2 stops ,"2,545 SAR ",23-03-2022
"Royal Air Maroc, Air Arabia",NYC,RUH,18h 45m ,2 stops ,"2,227 SAR ",23-03-2022
Lufthansa,NYC,RUH,17h 50m ,2 stops ,"3,572 SAR ",23-03-2022
Lufthansa,NYC,RUH,17h 55m ,2 stops ,"3,582 SAR ",23-03-2022
KLM,NYC,RUH,19h 20m ,2 stops ,"3,922 SAR ",23-03-2022
KLM,NYC,RUH,18h 50m ,2 stops ,"3,941 SAR ",23-03-2022
"American Airlines, British Airways",NYC,RUH,15h 35m ,1 stop ,"7,633 SAR ",23-03-2022
