Price,Total_stops_num,Duration_min,Year,Month,Day,Airline_enc,Source_enc,Destination_enc
1383.0,1,665,2022.0,2.0,1.0,67,0,1
1405.0,1,655,2022.0,2.0,1.0,147,0,1
1411.0,1,655,2022.0,2.0,1.0,320,0,1
1418.0,1,585,2022.0,2.0,1.0,582,0,1
1418.0,1,640,2022.0,2.0,1.0,582,0,1
1422.0,1,660,2022.0,2.0,1.0,397,0,1
1433.0,1,575,2022.0,2.0,1.0,147,0,1
1433.0,1,605,2022.0,2.0,1.0,147,0,1
1433.0,1,610,2022.0,2.0,1.0,147,0,1
1433.0,1,620,2022.0,2.0,1.0,147,0,1
1433.0,1,630,2022.0,2.0,1.0,147,0,1
1433.0,1,640,2022.0,2.0,1.0,147,0,1
1439.0,1,610,2022.0,2.0,1.0,92,0,1
1439.0,1,610,2022.0,2.0,1.0,171,0,1
1442.0,1,615,2022.0,2.0,1.0,208,0,1
1442.0,1,620,2022.0,2.0,1.0,208,0,1
1450.0,1,590,2022.0,2.0,1.0,728,0,1
1045.0,1,1030,2022.0,2.0,1.0,277,0,1
1224.0,1,975,2022.0,2.0,1.0,614,0,1
1358.0,1,815,2022.0,2.0,1.0,716,0,1
1358.0,1,830,2022.0,2.0,1.0,716,0,1
1358.0,1,865,2022.0,2.0,1.0,716,0,1
1358.0,1,871,2022.0,2.0,1.0,716,0,1
1358.0,1,880,2022.0,2.0,1.0,716,0,1
1358.0,1,885,2022.0,2.0,1.0,716,0,1
1358.0,1,1016,2022.0,2.0,1.0,716,0,1
1362.0,1,950,2022.0,2.0,1.0,67,0,1
1362.0,1,950,2022.0,2.0,1.0,67,0,1
1362.0,1,1085,2022.0,2.0,1.0,67,0,1
1362.0,1,1205,2022.0,2.0,1.0,67,0,1
1362.0,1,1215,2022.0,2.0,1.0,67,0,1
1370.0,1,746,2022.0,2.0,1.0,208,0,1
1370.0,1,755,2022.0,2.0,1.0,208,0,1
1370.0,1,755,2022.0,2.0,1.0,208,0,1
1370.0,1,760,2022.0,2.0,1.0,208,0,1
1370.0,1,765,2022.0,2.0,1.0,208,0,1
1370.0,1,770,2022.0,2.0,1.0,208,0,1
1370.0,1,775,2022.0,2.0,1.0,208,0,1
1370.0,1,775,2022.0,2.0,1.0,208,0,1
1370.0,1,779,2022.0,2.0,1.0,208,0,1
1370.0,1,780,2022.0,2.0,1.0,208,0,1
1370.0,1,785,2022.0,2.0,1.0,208,0,1
1370.0,1,790,2022.0,2.0,1.0,208,0,1
1353.0,0,425,2022.0,2.0,2.0,397,0,1
1353.0,0,440,2022.0,2.0,2.0,147,0,1
1353.0,0,440,2022.0,2.0,2.0,208,0,1
1358.0,0,440,2022.0,2.0,2.0,92,0,1
1378.0,0,430,2022.0,2.0,2.0,92,0,1
1634.0,0,440,2022.0,2.0,2.0,346,0,1
1315.0,1,660,2022.0,2.0,2.0,551,0,1
1405.0,1,625,2022.0,2.0,2.0,147,0,1
1418.0,1,640,2022.0,2.0,2.0,582,0,1
1433.0,1,590,2022.0,2.0,2.0,147,0,1
1433.0,1,605,2022.0,2.0,2.0,147,0,1
1433.0,1,610,2022.0,2.0,2.0,147,0,1
1433.0,1,620,2022.0,2.0,2.0,147,0,1
1433.0,1,630,2022.0,2.0,2.0,147,0,1
1433.0,1,630,2022.0,2.0,2.0,147,0,1
1257.0,1,615,2022.0,2.0,2.0,271,0,1
1315.0,1,660,2022.0,2.0,2.0,551,0,1
1358.0,1,609,2022.0,2.0,2.0,716,0,1
1358.0,1,623,2022.0,2.0,2.0,716,0,1
1362.0,1,545,2022.0,2.0,2.0,67,0,1
1362.0,1,650,2022.0,2.0,2.0,67,0,1
1362.0,1,660,2022.0,2.0,2.0,67,0,1
1370.0,1,610,2022.0,2.0,2.0,208,0,1
1370.0,1,651,2022.0,2.0,2.0,208,0,1
1370.0,1,660,2022.0,2.0,2.0,208,0,1
1370.0,1,665,2022.0,2.0,2.0,208,0,1
1379.0,1,605,2022.0,2.0,2.0,716,0,1
1383.0,1,665,2022.0,2.0,2.0,67,0,1
1405.0,1,625,2022.0,2.0,2.0,147,0,1
1411.0,1,625,2022.0,2.0,2.0,320,0,1
1411.0,1,655,2022.0,2.0,2.0,320,0,1
1411.0,1,655,2022.0,2.0,2.0,276,0,1
1411.0,1,655,2022.0,2.0,2.0,147,0,1
1418.0,1,585,2022.0,2.0,2.0,582,0,1
1418.0,1,640,2022.0,2.0,2.0,582,0,1
1422.0,1,660,2022.0,2.0,2.0,397,0,1
1433.0,1,590,2022.0,2.0,2.0,147,0,1
1433.0,1,605,2022.0,2.0,2.0,147,0,1
1433.0,1,610,2022.0,2.0,2.0,147,0,1
1433.0,1,620,2022.0,2.0,2.0,147,0,1
1433.0,1,630,2022.0,2.0,2.0,147,0,1
1433.0,1,630,2022.0,2.0,2.0,147,0,1
1433.0,1,670,2022.0,2.0,2.0,147,0,1
1439.0,1,630,2022.0,2.0,2.0,171,0,1
1439.0,1,670,2022.0,2.0,2.0,171,0,1
1358.0,1,871,2022.0,2.0,2.0,716,0,1
1358.0,1,880,2022.0,2.0,2.0,716,0,1
1358.0,1,885,2022.0,2.0,2.0,716,0,1
1358.0,1,970,2022.0,2.0,2.0,716,0,1
1358.0,1,997,2022.0,2.0,2.0,716,0,1
1358.0,1,1016,2022.0,2.0,2.0,716,0,1
1362.0,1,545,2022.0,2.0,2.0,67,0,1
1362.0,1,650,2022.0,2.0,2.0,67,0,1
1362.0,1,660,2022.0,2.0,2.0,67,0,1
1362.0,1,724,2022.0,2.0,2.0,67,0,1
1362.0,1,830,2022.0,2.0,2.0,67,0,1
1362.0,1,950,2022.0,2.0,2.0,67,0,1
1362.0,1,950,2022.0,2.0,2.0,67,0,1
1362.0,1,1085,2022.0,2.0,2.0,67,0,1
1370.0,1,610,2022.0,2.0,2.0,208,0,1
1370.0,1,651,2022.0,2.0,2.0,208,0,1
1370.0,1,660,2022.0,2.0,2.0,208,0,1
1370.0,1,665,2022.0,2.0,2.0,208,0,1
1370.0,1,680,2022.0,2.0,2.0,208,0,1
1370.0,1,685,2022.0,2.0,2.0,208,0,1
1370.0,1,690,2022.0,2.0,2.0,208,0,1
1370.0,1,700,2022.0,2.0,2.0,208,0,1
1370.0,1,700,2022.0,2.0,2.0,208,0,1
1370.0,1,700,2022.0,2.0,2.0,208,0,1
1370.0,1,705,2022.0,2.0,2.0,208,0,1
1370.0,1,706,2022.0,2.0,2.0,208,0,1
1370.0,1,715,2022.0,2.0,2.0,208,0,1
1370.0,1,730,2022.0,2.0,2.0,208,0,1
1370.0,1,740,2022.0,2.0,2.0,208,0,1
1370.0,1,746,2022.0,2.0,2.0,208,0,1
1370.0,1,755,2022.0,2.0,2.0,208,0,1
1370.0,1,760,2022.0,2.0,2.0,208,0,1
1370.0,1,765,2022.0,2.0,2.0,208,0,1
1370.0,1,770,2022.0,2.0,2.0,208,0,1
1370.0,1,775,2022.0,2.0,2.0,208,0,1
1370.0,1,775,2022.0,2.0,2.0,208,0,1
1370.0,1,779,2022.0,2.0,2.0,208,0,1
1370.0,1,820,2022.0,2.0,2.0,208,0,1
1377.0,1,685,2022.0,2.0,2.0,728,0,1
1377.0,1,830,2022.0,2.0,2.0,728,0,1
1377.0,1,1105,2022.0,2.0,2.0,728,0,1
1379.0,1,605,2022.0,2.0,2.0,716,0,1
1383.0,1,665,2022.0,2.0,2.0,67,0,1
1383.0,1,735,2022.0,2.0,2.0,67,0,1
1383.0,1,755,2022.0,2.0,2.0,67,0,1
1383.0,1,820,2022.0,2.0,2.0,67,0,1
1383.0,1,825,2022.0,2.0,2.0,67,0,1
1383.0,1,880,2022.0,2.0,2.0,67,0,1
1383.0,1,925,2022.0,2.0,2.0,67,0,1
1383.0,1,995,2022.0,2.0,2.0,67,0,1
1383.0,1,1050,2022.0,2.0,2.0,67,0,1
1394.0,1,770,2022.0,2.0,2.0,609,0,1
1394.0,1,885,2022.0,2.0,2.0,609,0,1
1394.0,1,945,2022.0,2.0,2.0,609,0,1
1394.0,1,1025,2022.0,2.0,2.0,609,0,1
1394.0,1,1025,2022.0,2.0,2.0,609,0,1
1397.0,1,1060,2022.0,2.0,2.0,609,0,1
1401.0,1,780,2022.0,2.0,2.0,352,0,1
1405.0,1,625,2022.0,2.0,2.0,147,0,1
1411.0,1,625,2022.0,2.0,2.0,320,0,1
1411.0,1,655,2022.0,2.0,2.0,320,0,1
1411.0,1,655,2022.0,2.0,2.0,276,0,1
1411.0,1,655,2022.0,2.0,2.0,147,0,1
1411.0,1,720,2022.0,2.0,2.0,320,0,1
1411.0,1,720,2022.0,2.0,2.0,147,0,1
1411.0,1,750,2022.0,2.0,2.0,320,0,1
1411.0,1,750,2022.0,2.0,2.0,147,0,1
1411.0,1,820,2022.0,2.0,2.0,320,0,1
1411.0,1,820,2022.0,2.0,2.0,276,0,1
1411.0,1,820,2022.0,2.0,2.0,147,0,1
1411.0,1,885,2022.0,2.0,2.0,320,0,1
1411.0,1,885,2022.0,2.0,2.0,147,0,1
1411.0,1,945,2022.0,2.0,2.0,320,0,1
1411.0,1,950,2022.0,2.0,2.0,320,0,1
1411.0,1,1010,2022.0,2.0,2.0,320,0,1
1411.0,1,1030,2022.0,2.0,2.0,320,0,1
1418.0,1,585,2022.0,2.0,2.0,582,0,1
1418.0,1,640,2022.0,2.0,2.0,582,0,1
1418.0,1,805,2022.0,2.0,2.0,582,0,1
1418.0,1,840,2022.0,2.0,2.0,582,0,1
1418.0,1,895,2022.0,2.0,2.0,582,0,1
1418.0,1,910,2022.0,2.0,2.0,582,0,1
1418.0,1,965,2022.0,2.0,2.0,582,0,1
1422.0,1,660,2022.0,2.0,2.0,397,0,1
1422.0,1,735,2022.0,2.0,2.0,397,0,1
1423.0,1,775,2022.0,2.0,2.0,716,0,1
1427.0,1,870,2022.0,2.0,2.0,397,0,1
1427.0,1,935,2022.0,2.0,2.0,397,0,1
1428.0,1,985,2022.0,2.0,2.0,397,0,1
1433.0,1,590,2022.0,2.0,2.0,147,0,1
1433.0,1,605,2022.0,2.0,2.0,147,0,1
1433.0,1,610,2022.0,2.0,2.0,147,0,1
1433.0,1,620,2022.0,2.0,2.0,147,0,1
1433.0,1,630,2022.0,2.0,2.0,147,0,1
1433.0,1,630,2022.0,2.0,2.0,147,0,1
1433.0,1,670,2022.0,2.0,2.0,147,0,1
1433.0,1,680,2022.0,2.0,2.0,147,0,1
1433.0,1,710,2022.0,2.0,2.0,147,0,1
1433.0,1,710,2022.0,2.0,2.0,147,0,1
1439.0,1,630,2022.0,2.0,2.0,171,0,1
1439.0,1,670,2022.0,2.0,2.0,171,0,1
1439.0,1,680,2022.0,2.0,2.0,171,0,1
1439.0,1,710,2022.0,2.0,2.0,171,0,1
1439.0,1,730,2022.0,2.0,2.0,171,0,1
1439.0,1,730,2022.0,2.0,2.0,147,0,1
1439.0,1,750,2022.0,2.0,2.0,171,0,1
1439.0,1,760,2022.0,2.0,2.0,147,0,1
1439.0,1,775,2022.0,2.0,2.0,147,0,1
1442.0,1,610,2022.0,2.0,2.0,208,0,1
1442.0,1,615,2022.0,2.0,2.0,208,0,1
1442.0,1,620,2022.0,2.0,2.0,208,0,1
1442.0,1,670,2022.0,2.0,2.0,208,0,1
1442.0,1,705,2022.0,2.0,2.0,208,0,1
1442.0,1,730,2022.0,2.0,2.0,208,0,1
1442.0,1,785,2022.0,2.0,2.0,208,0,1
1442.0,1,825,2022.0,2.0,2.0,208,0,1
1442.0,1,860,2022.0,2.0,2.0,208,0,1
1442.0,1,880,2022.0,2.0,2.0,208,0,1
1444.0,1,705,2022.0,2.0,2.0,92,0,1
1448.0,1,620,2022.0,2.0,2.0,352,0,1
1448.0,1,670,2022.0,2.0,2.0,352,0,1
1450.0,1,590,2022.0,2.0,2.0,728,0,1
1450.0,1,624,2022.0,2.0,2.0,728,0,1
1450.0,1,769,2022.0,2.0,2.0,728,0,1
1450.0,1,785,2022.0,2.0,2.0,728,0,1
1450.0,1,955,2022.0,2.0,2.0,728,0,1
1450.0,1,964,2022.0,2.0,2.0,728,0,1
1455.0,1,795,2022.0,2.0,2.0,208,0,1
1460.0,1,710,2022.0,2.0,2.0,92,0,1
1460.0,1,725,2022.0,2.0,2.0,92,0,1
1465.0,1,855,2022.0,2.0,2.0,150,0,1
1465.0,1,910,2022.0,2.0,2.0,158,0,1
1491.0,1,605,2022.0,2.0,2.0,397,0,1
1491.0,1,610,2022.0,2.0,2.0,397,0,1
1491.0,1,750,2022.0,2.0,2.0,397,0,1
1491.0,1,795,2022.0,2.0,2.0,397,0,1
1495.0,1,770,2022.0,2.0,2.0,171,0,1
1495.0,1,770,2022.0,2.0,2.0,150,0,1
1495.0,1,800,2022.0,2.0,2.0,150,0,1
1495.0,1,810,2022.0,2.0,2.0,150,0,1
1495.0,1,840,2022.0,2.0,2.0,150,0,1
1495.0,1,870,2022.0,2.0,2.0,150,0,1
1497.0,1,775,2022.0,2.0,2.0,171,0,1
1497.0,1,790,2022.0,2.0,2.0,171,0,1
1497.0,1,790,2022.0,2.0,2.0,171,0,1
1497.0,1,805,2022.0,2.0,2.0,171,0,1
1515.0,1,785,2022.0,2.0,2.0,352,0,1
1515.0,1,825,2022.0,2.0,2.0,352,0,1
1537.0,1,740,2022.0,2.0,2.0,267,0,1
1362.0,1,1205,2022.0,2.0,2.0,67,0,1
1362.0,1,1215,2022.0,2.0,2.0,67,0,1
1383.0,1,1150,2022.0,2.0,2.0,67,0,1
1397.0,1,1140,2022.0,2.0,2.0,609,0,1
1411.0,1,1145,2022.0,2.0,2.0,320,0,1
1411.0,1,1205,2022.0,2.0,2.0,320,0,1
1418.0,1,1060,2022.0,2.0,2.0,582,0,1
1418.0,1,1080,2022.0,2.0,2.0,582,0,1
1418.0,1,1130,2022.0,2.0,2.0,582,0,1
1418.0,1,1135,2022.0,2.0,2.0,582,0,1
1427.0,1,1025,2022.0,2.0,2.0,397,0,1
1427.0,1,1225,2022.0,2.0,2.0,397,0,1
1428.0,1,1070,2022.0,2.0,2.0,397,0,1
1428.0,1,1105,2022.0,2.0,2.0,397,0,1
1428.0,1,1185,2022.0,2.0,2.0,397,0,1
1428.0,1,1210,2022.0,2.0,2.0,397,0,1
1431.0,1,1010,2022.0,2.0,2.0,320,0,1
1439.0,1,1255,2022.0,2.0,2.0,147,0,1
1450.0,1,1025,2022.0,2.0,2.0,728,0,1
1450.0,1,1085,2022.0,2.0,2.0,728,0,1
1450.0,1,1134,2022.0,2.0,2.0,728,0,1
1450.0,1,1195,2022.0,2.0,2.0,728,0,1
1465.0,1,1035,2022.0,2.0,2.0,158,0,1
1465.0,1,1175,2022.0,2.0,2.0,158,0,1
1474.0,1,1095,2022.0,2.0,2.0,320,0,1
1474.0,1,1210,2022.0,2.0,2.0,320,0,1
1485.0,1,1175,2022.0,2.0,2.0,551,0,1
1495.0,1,885,2022.0,2.0,2.0,150,0,1
1495.0,1,890,2022.0,2.0,2.0,150,0,1
1495.0,1,910,2022.0,2.0,2.0,150,0,1
1497.0,1,970,2022.0,2.0,2.0,171,0,1
1497.0,1,1010,2022.0,2.0,2.0,171,0,1
1499.0,1,935,2022.0,2.0,2.0,397,0,1
1499.0,1,1045,2022.0,2.0,2.0,397,0,1
1499.0,1,1105,2022.0,2.0,2.0,397,0,1
1515.0,1,880,2022.0,2.0,2.0,352,0,1
1515.0,1,955,2022.0,2.0,2.0,352,0,1
1515.0,1,1020,2022.0,2.0,2.0,352,0,1
1517.0,1,985,2022.0,2.0,2.0,728,0,1
1537.0,1,995,2022.0,2.0,2.0,267,0,1
1640.0,1,630,2022.0,2.0,2.0,338,0,1
1640.0,1,635,2022.0,2.0,2.0,338,0,1
1653.0,1,795,2022.0,2.0,2.0,493,0,1
1653.0,1,890,2022.0,2.0,2.0,493,0,1
1653.0,1,910,2022.0,2.0,2.0,493,0,1
1653.0,1,1170,2022.0,2.0,2.0,493,0,1
1659.0,1,680,2022.0,2.0,2.0,92,0,1
1672.0,1,1135,2022.0,2.0,2.0,551,0,1
1674.0,1,1020,2022.0,2.0,2.0,14,0,1
1681.0,1,895,2022.0,2.0,2.0,92,0,1
1699.0,1,1030,2022.0,2.0,2.0,582,0,1
1699.0,1,1100,2022.0,2.0,2.0,582,0,1
1709.0,1,670,2022.0,2.0,2.0,397,0,1
1719.0,1,1235,2022.0,2.0,2.0,397,0,1
1720.0,1,624,2022.0,2.0,2.0,92,0,1
1720.0,1,685,2022.0,2.0,2.0,92,0,1
1733.0,1,695,2022.0,2.0,2.0,582,0,1
1736.0,1,625,2022.0,2.0,2.0,582,0,1
1736.0,1,810,2022.0,2.0,2.0,582,0,1
1755.0,1,1240,2022.0,2.0,2.0,11,0,1
1783.0,1,595,2022.0,2.0,2.0,11,0,1
1812.0,1,800,2022.0,2.0,2.0,11,0,1
1903.0,1,769,2022.0,2.0,2.0,92,0,1
2030.0,1,635,2022.0,2.0,2.0,92,0,1
2111.0,1,900,2022.0,2.0,2.0,681,0,1
832.0,2,970,2022.0,2.0,2.0,622,0,1
832.0,2,1030,2022.0,2.0,2.0,622,0,1
836.0,2,920,2022.0,2.0,2.0,613,0,1
928.0,2,1115,2022.0,2.0,2.0,632,0,1
988.0,2,1115,2022.0,2.0,2.0,434,0,1
996.0,2,830,2022.0,2.0,2.0,632,0,1
996.0,2,945,2022.0,2.0,2.0,632,0,1
1358.0,1,715,2022.0,2.0,2.0,716,0,1
1358.0,1,775,2022.0,2.0,2.0,716,0,1
1358.0,1,805,2022.0,2.0,2.0,716,0,1
1358.0,2,835,2022.0,2.0,2.0,716,0,1
1358.0,1,835,2022.0,2.0,2.0,716,0,1
1358.0,2,882,2022.0,2.0,2.0,716,0,1
1358.0,2,895,2022.0,2.0,2.0,716,0,1
1358.0,1,895,2022.0,2.0,2.0,716,0,1
1358.0,1,925,2022.0,2.0,2.0,716,0,1
1358.0,1,955,2022.0,2.0,2.0,716,0,1
1358.0,2,955,2022.0,2.0,2.0,716,0,1
1358.0,2,980,2022.0,2.0,2.0,716,0,1
1358.0,2,1015,2022.0,2.0,2.0,716,0,1
1358.0,1,1075,2022.0,2.0,2.0,716,0,1
1358.0,2,1126,2022.0,2.0,2.0,716,0,1
1358.0,2,1245,2022.0,2.0,2.0,716,0,1
1370.0,2,915,2022.0,2.0,2.0,434,0,1
1379.0,2,789,2022.0,2.0,2.0,716,0,1
1379.0,2,803,2022.0,2.0,2.0,716,0,1
1379.0,2,835,2022.0,2.0,2.0,716,0,1
1379.0,2,894,2022.0,2.0,2.0,716,0,1
1379.0,2,894,2022.0,2.0,2.0,716,0,1
1379.0,2,895,2022.0,2.0,2.0,716,0,1
1379.0,2,926,2022.0,2.0,2.0,716,0,1
1379.0,2,985,2022.0,2.0,2.0,716,0,1
1379.0,2,985,2022.0,2.0,2.0,716,0,1
1379.0,2,1018,2022.0,2.0,2.0,716,0,1
1411.0,2,835,2022.0,2.0,2.0,147,0,1
1411.0,2,895,2022.0,2.0,2.0,147,0,1
1411.0,2,955,2022.0,2.0,2.0,147,0,1
1411.0,2,1000,2022.0,2.0,2.0,147,0,1
1411.0,2,1015,2022.0,2.0,2.0,147,0,1
1411.0,2,1060,2022.0,2.0,2.0,147,0,1
1411.0,2,1075,2022.0,2.0,2.0,147,0,1
1411.0,2,1120,2022.0,2.0,2.0,147,0,1
1411.0,2,1135,2022.0,2.0,2.0,147,0,1
1411.0,2,1180,2022.0,2.0,2.0,147,0,1
1411.0,2,1240,2022.0,2.0,2.0,147,0,1
1434.0,2,1035,2022.0,2.0,2.0,147,0,1
1434.0,2,1114,2022.0,2.0,2.0,147,0,1
1434.0,2,1115,2022.0,2.0,2.0,147,0,1
1434.0,2,1145,2022.0,2.0,2.0,147,0,1
1434.0,2,1182,2022.0,2.0,2.0,147,0,1
1434.0,2,1194,2022.0,2.0,2.0,147,0,1
1434.0,2,1204,2022.0,2.0,2.0,147,0,1
1434.0,2,1262,2022.0,2.0,2.0,147,0,1
1439.0,2,780,2022.0,2.0,2.0,147,0,1
1439.0,2,1140,2022.0,2.0,2.0,147,0,1
1439.0,2,1200,2022.0,2.0,2.0,147,0,1
1447.0,2,1190,2022.0,2.0,2.0,434,0,1
1448.0,2,1156,2022.0,2.0,2.0,147,0,1
1448.0,2,1164,2022.0,2.0,2.0,147,0,1
1492.0,2,810,2022.0,2.0,2.0,67,0,1
1492.0,2,855,2022.0,2.0,2.0,67,0,1
1492.0,2,855,2022.0,2.0,2.0,67,0,1
1492.0,2,900,2022.0,2.0,2.0,67,0,1
1492.0,2,900,2022.0,2.0,2.0,67,0,1
1492.0,2,900,2022.0,2.0,2.0,67,0,1
1520.0,2,725,2022.0,2.0,2.0,582,0,1
1520.0,2,980,2022.0,2.0,2.0,582,0,1
1520.0,2,980,2022.0,2.0,2.0,582,0,1
1520.0,2,980,2022.0,2.0,2.0,582,0,1
1520.0,2,1050,2022.0,2.0,2.0,582,0,1
1520.0,2,1050,2022.0,2.0,2.0,582,0,1
1520.0,2,1050,2022.0,2.0,2.0,582,0,1
1520.0,2,1050,2022.0,2.0,2.0,582,0,1
1520.0,2,1220,2022.0,2.0,2.0,582,0,1
1520.0,2,1220,2022.0,2.0,2.0,582,0,1
1520.0,2,1220,2022.0,2.0,2.0,582,0,1
1520.0,2,1220,2022.0,2.0,2.0,582,0,1
1815.0,2,910,2022.0,2.0,2.0,158,0,1
1815.0,2,1035,2022.0,2.0,2.0,158,0,1
1832.0,2,860,2022.0,2.0,2.0,158,0,1
1832.0,2,985,2022.0,2.0,2.0,158,0,1
1832.0,2,1110,2022.0,2.0,2.0,158,0,1
1832.0,2,1125,2022.0,2.0,2.0,158,0,1
1832.0,2,1170,2022.0,2.0,2.0,158,0,1
2019.0,1,1165,2022.0,2.0,2.0,171,0,1
2041.0,1,1150,2022.0,2.0,2.0,729,0,1
2336.0,1,895,2022.0,2.0,2.0,716,0,1
2336.0,1,1075,2022.0,2.0,2.0,716,0,1
2336.0,1,1226,2022.0,2.0,2.0,716,0,1
3036.0,1,855,2022.0,2.0,2.0,377,0,1
3043.0,1,910,2022.0,2.0,2.0,681,0,1
3043.0,1,1185,2022.0,2.0,2.0,681,0,1
3291.0,1,1165,2022.0,2.0,2.0,58,0,1
3697.0,1,1105,2022.0,2.0,2.0,377,0,1
794.0,3,1565,2022.0,2.0,2.0,627,0,1
967.0,3,1230,2022.0,2.0,2.0,434,0,1
1015.0,3,1230,2022.0,2.0,2.0,434,0,1
1092.0,3,990,2022.0,2.0,2.0,434,0,1
1104.0,3,915,2022.0,2.0,2.0,434,0,1
1358.0,2,1245,2022.0,2.0,2.0,716,0,1
1379.0,2,955,2022.0,2.0,2.0,716,0,1
1495.0,2,1220,2022.0,2.0,2.0,582,0,1
1716.0,3,1050,2022.0,2.0,2.0,434,0,1
1930.0,1,1195,2022.0,2.0,2.0,293,0,1
1959.0,2,1895,2022.0,2.0,2.0,434,0,1
2002.0,2,1150,2022.0,2.0,2.0,608,0,1
2283.0,2,790,2022.0,2.0,2.0,716,0,1
2283.0,2,821,2022.0,2.0,2.0,716,0,1
2283.0,2,905,2022.0,2.0,2.0,716,0,1
2283.0,2,925,2022.0,2.0,2.0,716,0,1
2315.0,2,825,2022.0,2.0,2.0,716,0,1
2315.0,2,915,2022.0,2.0,2.0,716,0,1
2315.0,2,925,2022.0,2.0,2.0,716,0,1
2315.0,2,945,2022.0,2.0,2.0,716,0,1
2315.0,2,1035,2022.0,2.0,2.0,716,0,1
2336.0,2,1105,2022.0,2.0,2.0,716,0,1
2336.0,2,1105,2022.0,2.0,2.0,716,0,1
2336.0,2,1177,2022.0,2.0,2.0,716,0,1
2336.0,2,1196,2022.0,2.0,2.0,716,0,1
2384.0,2,802,2022.0,2.0,2.0,716,0,1
2384.0,2,880,2022.0,2.0,2.0,716,0,1
2453.0,2,1225,2022.0,2.0,2.0,434,0,1
2489.0,3,885,2022.0,2.0,2.0,68,0,1
2531.0,2,1220,2022.0,2.0,2.0,68,0,1
3172.0,2,780,2022.0,2.0,2.0,349,0,1
3172.0,2,810,2022.0,2.0,2.0,349,0,1
3172.0,2,820,2022.0,2.0,2.0,338,0,1
3172.0,2,830,2022.0,2.0,2.0,349,0,1
3172.0,2,1050,2022.0,2.0,2.0,338,0,1
6519.0,1,1240,2022.0,2.0,2.0,481,0,1
8600.0,0,440,2022.0,2.0,2.0,396,0,1
9372.0,2,810,2022.0,2.0,2.0,551,0,1
11358.0,2,1240,2022.0,2.0,2.0,58,0,1
11358.0,2,1255,2022.0,2.0,2.0,58,0,1
12219.0,1,615,2022.0,2.0,2.0,720,0,1
62112.0,1,2010,2022.0,2.0,2.0,253,0,1
845.0,0,430,2022.0,2.0,6.0,298,0,1
745.0,0,430,2022.0,2.0,6.0,298,0,1
1030.0,0,440,2022.0,2.0,6.0,92,0,1
1047.0,0,440,2022.0,2.0,6.0,92,0,1
1047.0,0,440,2022.0,2.0,6.0,92,0,1
1238.0,0,440,2022.0,2.0,6.0,92,0,1
1238.0,0,450,2022.0,2.0,6.0,92,0,1
